,count,Name
681,1,"Xialin Liu, Prof."
682,1,Chunde Bao
683,1,"Sheldon Jordan, MD"
684,1,"Sheldon Jordan, M.D."
685,1,"William Fraser, Dr"
686,1,Jong-Ho Moon
687,1,"Kusnandi Rusmil, Professor"
688,1,"Andrei Hancharou, Dr"
689,1,Jiayuan Sun
690,1,"Gwang Seong Choi, MD-Ph.D"
691,1,"Charlotte Bevan, PhD"
692,1,Armida Fabius
693,1,"Mark F Powell, MD"
694,1,"Chao Zheng, MD,PhD"
695,1,"Dana Bielopolski, MD PhD"
696,1,"Joseph Park, MD"
697,1,"Seongjun Seo, M.D, Ph.D"
698,1,"shu wang, Doctor"
699,1,"Esther Dupont-Versteegden, Ph.D."
700,1,"Dongbao Zhao, Doctor"
701,1,"Rachel E. Sanborn, MD"
702,1,"Cecilia Low Wang, MD"
703,1,"Yuanzhang Tang, Doctor"
704,1,"Peter Bauer, Prof."
705,1,"Rebecca Elstrom, MD"
706,1,"Gang Li, Doctor"
707,1,"Hesham A Abdel-Baset, Prof."
708,1,"Abdolhossein Shahverdi, PhD"
709,1,"Joyce Macedo, MD"
710,1,"FATIMA NAUMERI, assoc Prof"
711,1,"Jeffrey R Strawn, MD, FAACAP"
712,1,"Zhongmin Liu, MD/Ph.D"
713,1,"Antoine MONSEL, MD, PhD"
714,1,"Guy S Reeder, MD"
715,1,"Aziz Azkhojayev, MD"
716,1,"Luigi AG Laghi, MD, PhD"
717,1,"dr Cosmos O Mangunsong, Sp.M"
718,1,"Zhongming Liu, MD/Ph.D"
719,1,"Jieming Qu, MD,PhD"
720,1,"Alessandro Castagna, MD"
721,1,"Silvia Stacchiotti, MD"
722,1,"Liwei cheng, doctor"
723,1,"Mariano Sanz, Professor"
724,1,"Sofia Sisay, Clin Research Manager"
725,1,"Fermin Labayen Beraza, MD"
726,1,"Saba Battelino, MD, PhD"
727,1,"Mohammed M Qureshi, DO, CAQSM, MRO"
728,1,"Igor Stoma, MD, PhD"
729,1,"Jie-ming Qu, MD.,PhD."
730,1,"Ebtehal Mohammed, Ph.D"
731,1,"XingHuan Wang, professor"
732,1,"Yoshiaki Sato, MD, PhD"
733,1,"Bernard Thébaud, MD, PhD"
734,1,"Ji Hyeon Ju, MD, PhD"
735,1,"Richard Jonas, MD"
736,1,Xiaobing Fu
737,1,"Qi Zhou, Doctor"
738,1,"Said Saghieh, MD"
739,1,"Ji Zhu, MD"
740,1,"Umut Arslan, MD"
741,1,"Hyun Koo MD, PhD, MD, PhD"
742,1,Amy Lightner
743,1,"Pontiano Kaleebu, PhD"
744,1,"Ming-Chau chang, MD"
745,1,Badrul Akmal Hisham Md Yusoff
746,1,"Eduardo R Teixeira, DDS, Ph.D."
747,1,Xiangrui Wang
748,1,"Ling Tao, MD, PhD"
749,1,"Nicholas S Britt, PharmD"
750,1,"Eunyoung Lee, MD"
751,1,"Xiaofeng Zeng, M.D., Ph.D."
752,1,"Roberto Pili, MD"
753,1,"Richard Kim, MD"
754,1,"Duk L. Na, MD, PhD"
755,1,"Jia-kuo Yu, Prof."
756,1,"Wei Juan, doctor"
757,1,"Jérémy Tricard, MD"
758,1,"Hui Liu, MD"
759,1,"Liem Thanh Thanh, Prof"
760,1,Ghareeb
761,1,"Meenakshi Hegde, MD"
762,1,"Sotirios Tsiodras, Prof"
763,1,"Mathias Svahn, PhD"
764,1,Liangjing Lu
765,1,Okawa Sumito
766,1,Wenbin Qian
767,1,"Susan Galandiuk, MD"
768,1,"LaTonya Hickson, MD"
769,1,Ines Colmegna
770,1,"Martha L Arango, PhD"
771,1,"Richard L Neel, M.D."
772,1,"Guoping Lu, Doctor"
773,1,"HIMANSHU BANSAL, MS"
774,1,"Mina Fathi Kazerooni, MD, PhD"
775,1,"Yan Qu, M.D, Ph.D"
776,1,"wagdi mohamed, lecturer"
777,1,"Edwin Horwitz, MD"
778,1,"Manfred Weiss, MD"
779,1,Alexandre THERON
780,1,"Edward Kavalerchik, MD"
781,1,"Natalia Antonevich, Dr"
782,1,"Jolanta Airey, MD"
783,1,"Longfei Jia, MD,PhD"
784,1,"Liu Yang, MD"
785,1,"Jun Cui, MD"
786,1,"Li Yu, Dr"
787,1,"Xicheng Song, MD"
788,1,"Arief Nurudin, MD PhD"
789,1,Hua Jiang
790,1,"Murdani Abdullah, Prof. M.D., PhD, FACG, FASGE"
791,1,"Alison Smith, MD, PhD"
792,1,May Daher
793,1,"Charlton Strange, M.D"
794,1,"Chi-Tang Tu, Ph. D."
795,1,Fermín Sánchez-Guijo
796,1,"James Markert, MD"
797,1,"Krzysztof Ficek, MD, PhD, DSc"
798,1,"linzhong yu, professor"
799,1,"Joan VIDAL, MD, PhD"
800,1,"Andrew Sloan, MD"
801,1,"Josep M Piulats, MD, Phd"
802,1,"Armin Attar, MD"
803,1,Lijun Yuan
804,1,Kim Hyosang
805,1,"Mark Tuszynski, M.D., Ph.D."
806,1,"April Camilla Roslani, Prof. Dr."
807,1,Joan Morris
808,1,"Chan-Bum Choi, M.D.,Ph.D."
809,1,"Dimitrios Karussis, PhD"
810,1,Hai Li
811,1,"Qi-fa Liu, MD"
812,1,Moonyoung Kim
813,1,"Edward E Tredget, MD"
814,1,"Artur Stolarczyk, MD, PhD"
815,1,Hong In Yoon
816,1,"Heri Suroto, MD, PhD"
817,1,"Elaine Lim, MD"
818,1,"Steven Moran, MD"
819,1,"Dong-Ik Kim, PhD"
820,1,"Kyunggi Cho, MD,PhD"
821,1,"Heri Suroto, MD,PhD"
822,1,"Linos Vandekerckhove, Prof. Dr."
823,1,"Diana L Farmer, MD"
824,1,"Maria Felice Brizzi, MD"
825,1,Michael Schweizer
826,1,"Damien Meng Yew Tan, MBBS"
827,1,"Melissa Geller, MD, MS"
828,1,Jolanda Neele
829,1,"Thida Win, MD"
830,1,"Ali R Djalilian, MD"
831,1,"Antoine KIMMOUN, MD, PhD"
832,1,"Tim Albertson, MD"
833,1,"Vrisha Madhuri, MS Orth"
834,1,"Rafael F Duarte, MD, PhD"
835,1,"KyuJoo Park, MD. Ph D"
836,1,"Myung-Soo Choo, M.D, Ph.D"
837,1,"Ningning Wang, Professor"
838,1,"SeungKyu Han, MD. Ph D"
839,1,"Amr Qudeimat, MD"
840,1,"Daisuke Mori, Ph.D"
841,1,"Yoshiki Sawa, Ph.D"
842,1,"Giuseppe Montalto, MD"
843,1,"Nadir Arber, Prof."
844,1,"Dimitrios Karussis, Professor"
845,1,Evgeniya Kaigorodova
846,1,"Dr Abdalla Awidi, MD"
847,1,"Chen Hui-Sheng, Doctor"
848,1,Ivan Fan-ngai Hung
849,1,"Lev Verkh, PhD/MS"
850,1,"Mauricio G Cohen, MD"
851,1,"Sheikh Riazuddin, PhD"
852,1,"Álvaro Lassaletta Atienza, MD"
853,1,"Agung Putra, Assoc.Prof"
854,1,"Salvador Guillaumes, MD PhD"
855,1,"Anna Boada-Pladellorens, MD"
856,1,"Lars Bø, Prof"
857,1,"Frederick Locke, MD"
858,1,"Jiayin Liu, Doctor"
859,1,"Seung Hyun Kim, MD, PhD"
860,1,Haruhisa Inoue
861,1,Partow Kebriaei
862,1,"Peter B Hanson, MD"
863,1,James Wu
864,1,"Adam Yanke, MD"
865,1,"Xiaohui Zhang, doctor"
866,1,"Steven Cohen, MD"
867,1,"Carl Pepine, MD"
868,1,Mikkel Noerholm
869,1,"Ebru Kaya, MD"
870,1,Seçil Çalışkan
871,1,"Saskia Oro, MD"
872,1,Yago L Nieto
873,1,"Sheldon E Jordan, MD, FAAN"
874,1,"Olivier DETANTE, MD PhD"
875,1,"Shuji Terai, MD"
876,1,"Samuel Brown, MD"
877,1,"Young-joon Seo, M.D, Ph.D"
878,1,"Theodore Scott Nowicki, M.D."
879,1,"Vladimir P Baklaushev, MD, PhD"
880,1,"Denis Guyotat, PhD"
881,1,Kye Young Lee
882,1,"Katrin Engelmann, PhD"
883,1,Amy L Lightner
884,1,"Yizhi Liu, M.D.Ph.D."
885,1,Lung-Ji Chang
886,1,"Marianne Verhaar, MD, PhD"
887,1,"William A Faubion, M.D."
888,1,"Parveen Yaqoob, MA, DPhil, RNutr"
889,1,"J.A. Gietema, MD, PhD"
890,1,"Nancy E Lane, MD"
891,1,Temuqile
892,1,"Nora singer, MD"
893,1,Shana Chen
894,1,"Su Chan Kim, PhD"
895,1,"Hyun-suk Suh, MD, PhD"
896,1,"Won Ho Kim, Ph D"
897,1,Bahushan
898,1,Nashundalai
899,1,Wulan
900,1,SANG-CHEOL BAE
901,1,"José C Pastor Jimeno, MD, PhD"
902,1,"Diane L. Kamen, MD, MSCR"
903,1,"Trevor A. Dyson-Hudson, M.D."
904,1,"Dawang Wang, Ph.D."
905,1,"Michael A Solomon, M.D."
906,1,"Stig-Frederik T Kølle, MD, PhD"
907,1,"Yawei Xu, MD,PhD"
908,1,"Ronald Goldwater, MD"
909,1,Wonsoon Park
910,1,"Marcus Butler, MD"
911,1,Weishe Zhang
912,1,"Saeed Oraee-Yazdani, Dr"
913,1,Hongbin Lv
914,1,"Vincent DERAMECOURT, MD,PhD"
915,1,Ugo De Giorgi
916,1,"Dustin Richter, MD"
917,1,Hong Jiang
918,1,Abba C Zubair
919,1,"EDUARDO ANGELI MALAVOLTA A Malavolta, PhD"
920,1,Ziyi Yang
921,1,"Manon Benders, MD, PhD"
922,1,"Liem Nguyen, PhD"
923,1,"Oliver Müller, Prof. Dr."
924,1,"Mojgan Mohammadi, Ph.D"
925,1,"Dong Sun, MD"
926,1,Sam Janes
927,1,"Elizabeth Stenger, MD"
928,1,"Merit E. Cudkowicz, MD"
929,1,"Roberto Silingardi, Prof"
930,1,"Joseph SK Kwan, MD"
931,1,"Nathan P Staff, MD, PhD"
932,1,"Wen-Lin Su, PhD"
933,1,"Dante M Durand, MD"
934,1,Chuanjian Lu
935,1,"Phil Hyu Lee, M.D."
936,1,Navita Somaiah
937,1,"Walaa Khalifa, MD"
938,1,"Alexandr Gzgzyan, Prof, PhD"
939,1,"Mohammad Nouri, Ph.D"
940,1,"Joseph McGuirk, DO"
941,1,Juan A Bueren
942,1,"Pierre Simon Jouk, Professor"
943,1,"Aurélien MARABELLE, MD, PhD"
944,1,"Jung Hee Koh, MD"
945,1,"Tang Xun, doctor"
946,1,"Yimin Zeng, Dr."
947,1,"Joseph J Ruane, DO"
948,1,"Ekkehard Sturm, MD, PhD"
949,1,"Jianan Ren, MD"
950,1,"Martin Birchall, MD, PhD"
951,1,"Claudia L Sossa-Melo, MD"
952,1,"Patrick E Duffy, M.D."
953,1,"Raphael J. Sierra, M.D."
954,1,"Mona El Zarif, OD"
955,1,"Aleksandra Gasecka, MD"
956,1,Dominique PLANTAZ
957,1,"Alice Bexon, MD"
958,1,Janssen Vaccines & Prevention B.V. Clinical Trial
959,1,Taeyoon Kim
960,1,"Gerson Chadi, MD, PhD"
961,1,Urielle Desalbres
962,1,"Paulette Conget, PhD"
963,1,"Young-joon Seo, M.D., Ph.D"
964,1,Sébastien GIBOT
965,1,"Erica A. Roesch, MD"
966,1,"Scott M Norberg, D.O."
967,1,"Javier Fernandez, MD, PhD"
968,1,"Mahmoode Reza Ashrafi, MD"
969,1,You Wang
970,1,"Zuo Luan, MD"
971,1,"Leandro B Agati, PhD"
972,1,"Phil Newsome, MD"
973,1,"Joan Vidal, MD, PhD"
974,1,"Sitaram M Emani, MD"
975,1,"E. Antonio Chiocca, MD, PhD"
976,1,"Martijn Lolkema, MD, PhD"
977,1,"Marilyn K Glassberg, MD"
978,1,"Andrei Y Hancharou, Dr"
979,1,Jamie N Bakkum-Gamez
980,1,Guillaume Pineton de Chambrun
981,1,Anatoliy V. Voronin
982,1,"Adam Luginbuhl, MD"
983,1,"Yuhui Shen, Ph.D., M.D."
984,1,Jordan Gauthier
985,1,"Volodymyr M. Oksymets, MD,PhD,DSci"
986,1,"Lin Miao, MD"
987,1,"Yuankai Shi, Ph.D."
988,1,"Petr Šmíd, Dr."
989,1,"Kenneth Mautner, MD"
990,1,Abdalla Awidi
991,1,"Suk-Ho Moon, MD, PhD"
992,1,"Matthias A Salathe, MD"
993,1,"Sudhir R Patil, MDS"
994,1,"Marianne C Verhaar, MD, PhD"
995,1,"Danny F McAuley, Professor"
996,1,"Jürgen Bohlender, M.D."
997,1,Etienne BUSCAIL
998,1,"Geraldine H O'Sullivan Coyne, M.D."
999,1,"Antti S Rannikko, MD, PhD"
1000,1,"Ethylin Wang Jabs, MD"
1001,1,Martha Q Lacy
1002,1,Brian Miller
1003,1,"Evan P Nadler, MD"
1004,1,"Maria B Grant, MD"
1005,1,"Hongjun Wang, PhD"
1006,1,"Vincent GATINOIS, harmD"
1007,1,"Gianluca Giavaresi, MD"
1008,1,"Maria Noszczyk-Kostrzewa, PhD"
1009,1,"Arndt Rolfs, Prof."
1010,1,"Andrew Hoover, MD"
1011,1,"Beata Mrozikiewicz-Rakowska, . Assoc.Prof."
1012,1,"Matthias Ebert, Prof. Dr."
1013,1,"Alessio Zippo, PhD"
1014,1,"Chien-Ching Hung, MD, PhD"
1015,1,"Brandon Triplett, MD"
1016,1,Sen Mui Tan
1017,1,"Robert Spiera, MD"
1018,1,"Hong Chen, Doctor"
1019,1,"Petr Lesny, MD"
1020,1,"Juan Gallegos-Orozco, Ph.D"
1021,1,"Xuegong Fan, doctor"
1022,1,"Emerson Lim, MD"
1023,1,"Ying Lv, PhD"
1024,1,"Michael Matthay, MD"
1025,1,"Hicham Drissi, PhD"
1026,1,"Guangzhi Liu, Dr"
1027,1,"Francisco Espinoza, MD"
1028,1,"Jeffrey Cohen, MD"
1029,1,"Antoni Bayes-Genís, MD, PhD,FESC"
1030,1,"Mahmoudreza Ashrafi, MD"
1031,1,"Howard Gendelman, MD"
1032,1,"Elizaveta Kon, MD"
1033,1,"Xiang Chen, M.D. Ph.D"
1034,1,"David G. Armstrong, MD.Ph D."
1035,1,Dr W Flowers
1036,1,Frederick F Lang
1037,1,"Edouard Louis, Prof"
1038,1,"Ivan Wong, MD"
1039,1,"Chengxing Shen, Dr."
1040,1,Woei Shyu
1041,1,"Shengjun Ma, M.D"
1042,1,"Nicolas MOTTET, MD PhD"
1043,1,"Jorge M Mallea, MD"
1044,1,"Bernard (Barry) Baumel, MD"
1045,1,"Betsy Keller, Ph.D."
1046,1,"Alison Allan, PhD"
1047,1,"Hugo G Oliveira, PhD"
1048,1,"Lei Zhang, MD"
1049,1,"Randall Kimple, PhD"
1050,1,"Dolores M. Shoback, MD"
1051,1,"Emilie LE RHUN, MD"
1052,1,"Per-Ola Carlsson, PhD"
1053,1,"Jean-Olivier ARNAUD, Director"
1054,1,"Geeta K Swamy, MD"
1055,1,"BURA-RIVIERE Alessandra, PhD"
1056,1,"Lung-Ji Chang, PhD"
1057,1,"Adrian S Fairey, MD, MSc"
1058,1,Fu-Sheng Wang
1059,1,"Phuong Thi-Bich Le, MSc-MD"
1060,1,Cheng-FONG Chen
1061,1,"Prof. Dr. Md. Firoj Khan, MBBS,FRCP,MD"
1062,1,"Andy Abril, MD"
1063,1,"Melanie Rodacki, Ph.D"
1064,1,"Yetty M Nency, MD"
1065,1,"Fernando F E, MD"
1066,1,"Qin Huang, Doctor"
1067,1,"Scott D Martin, MD"
1068,1,"Manuel Pellegrini, MD"
1069,1,Study Director
1070,1,"Lei Li, M.D."
1071,1,"Matthew Drake, MD"
1072,1,"Damian Garcia-Olmo, Prof."
1073,1,"Kian Karimi, MD,FACS"
1074,1,"Liangwan Chen, M.D"
1075,1,"Xiqing Chai, Doctor"
1076,1,Jingbo Wang
1077,1,"Jair C Soares, MD, PhD"
1078,1,"Peter Rossing, MD"
1079,1,"KangIl Kim, M.D., Ph.D."
1080,1,"Sarah Larson, M.D."
1081,1,"Eric Sorscher, MD"
1082,1,"Allan D. Kirk, M.D., Ph.D."
1083,1,"Henry Bohler, MD"
1084,1,"SUNG SHIN, MD, PhD"
1085,1,"Andrew Sherman, MD"
1086,1,"Phuong Le, MSc-MD"
1087,1,"Eilon Ram, MD"
1088,1,"Ahmed O Gaber, MD"
1089,1,"James E Voos, MD"
1090,1,"Wenchun Qu, MD, MS, PhD"
1091,1,"Isaac Teitelbaum, MD"
1092,1,"Liu Jing, Ph.D"
1093,1,"Timothy R DeGrado, PhD"
1094,1,"Timothy O Brien, PhD"
1095,1,"Gil Rodas, MD"
1096,1,"Rong X Li, MD,PhD"
1097,1,"Dennis Confer, MD"
1098,1,"Chunlei Zhang, doctor"
1099,1,"Mariusz Trystuła, MD"
1100,1,Sylvain RHEIMS
1101,1,"Jing Liu, Ph.D"
1102,1,"Gilberto Poggioli, Prof"
1103,1,"Pål Augestad, PhD"
1104,1,"Željka Večerić-Haler, MDPhD"
1105,1,"Chen Chao, PhD,MD"
1106,1,Xiaona Lin
1107,1,"Mary Dillhoff, MD"
1108,1,"Eva Åström, MD PhD"
1109,1,"Arnon Karni, Dr."
1110,1,"Jeremy Goverman, MD"
1111,1,"Melinda Lawrence, MD"
1112,1,"Philip Waller, MD"
1113,1,"Jie Yang, PHD"
1114,1,"Tomasz Wróbel, MD.PhD"
1115,1,"Brian R Gastman, MD"
1116,1,"Byungcheol PARK, MD"
1117,1,Paul Leeson
1118,1,"Jason L Dragoo, MD"
1119,1,"Georgy Dimov, PhD"
1120,1,"Ming-Chau Chang, MD"
1121,1,"Ahmed Gamal, professor"
1122,1,"Michael Cotten, MD"
1123,1,"Gabriella Chiorean, MD"
1124,1,Laurent Castera
1125,1,"Emad EL Daly, Professor"
1126,1,Teo Cheng Peng
1127,1,"Kevin Bruce, BSc"
1128,1,"Peng Yan, MD"
1129,1,Shubham Pant
1130,1,Huimin Yi
1131,1,"Pierre Gosset, MD"
1132,1,"José F Izquierdo, M.D."
1133,1,"Yali Hu, MD,PhD"
1134,0,
