,count,Title
279,1,Diagnostic Accuracy of Circulating Tumor Cells (CTCs) and Onco-exosome Quantification in the Diagnosis of Pancreatic Cancer - PANC-CTC
280,1,Human Umbilical Cord Mesenchymal Stem Cells (HUC-MSCs) Transplantation in Women With Primary Ovarian Insufficiency (POI)
281,1,Gingiva Mesenchymal Stem Cells Treatment of Chronic Periodontitis
282,1,Mitogen Activated Protein Kinase Kinase (MEK1/2) Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) in People With Neurofibromatosis Type 1 (NF1) Mutated Gastrointestinal Stromal Tumors (GIST)
283,1,Metformin Hydrochloride in Affecting Cytokines and Exosomes in Patients With Head and Neck Cancer
284,1,Study for the Treatment of the Bone Marrow Edema:Core Decompression VS Bone Marrow Concentrate (BMC) VS Bone Substitute
285,1,Allogeneic ADSCs and Platelet-Poor Plasma Fibrin Hydrogel to Treat the Patients With Burn Wounds (ADSCs-BWs)
286,1,Intestinal Mesenchymal Stem Stells and Inflammatory Bowel Diseases
287,1,A Study to Evaluate the Safety and Efficacy of AstroStem in Treatment of Alzheimer's Disease
288,1,VSV-hIFNbeta-NIS With or Without Ruxolitinib Phosphate in Treating Patients With Stage IV or Recurrent Endometrial Cancer
289,1,Clonal Fetal Mesenchymal Stem Cells (cfMSCs) for the Control of Immune-related Disorders
290,1,Treatment of Laryngotracheal Stenosis Using Mesenchymal Stem Cells
291,1,MAGE-A4ᶜ¹º³²T for Multi-Tumor
292,1,Allogeneic Human Cells (hMSC) Via Intravenous Delivery in Patients With Mild Asthma
293,1,OMO-1 in Solid Malignancies
294,1,New Biomarkers and Difficult-to-treat Hypertension
295,1,QUILT-3.036: AMG 337 in Subjects With Advanced or Metastatic Solid Tumors
296,1,A Study of the Treatment of Recurrent Malignant Glioma With rQNestin34.5v.2
297,1,Study of TBI-1501 for Relapsed or Refractory Acute Lymphoblastic Leukemia
298,1,Lentiviral-mediated Gene Therapy of Fanconi Anemia Patients Subtype A
299,1,Evaluation of Umbilical Cord-Derived Wharton's Jelly Stem Cells for the Treatment of Acute Graft Versus Host Disease
300,1,The Effects of Stromal Vascular Fraction and Mesenchymal Stem Cells as Intra-articular Injection in Knee Joint Osteoarthritis
301,1,Autologous Bone Marrow-derived Mesenchymal Stem Cells for Atrophic Endometrium in Patients With Repeated IVF Failures
302,1,Clinical Study of Umbilical Cord Mesenchymal Stem Cells (UC-MSC) for Treatment of Knee Osteoarthritis
303,1,Micro-Fragmented Adipose Tissue (Lipogems®) Injection for Chronic Shoulder Pain in Persons With Spinal Cord Injury
304,1,Letetresgene Autoleucel Engineered T Cells Alone and in Combination With Pembrolizumab in NY-ESO-1 Positive Multiple Myeloma
305,1,Phase IIb Trial to Evaluate Longeveron Mesenchymal Stem Cells to Treat Aging Frailty
306,1,Circulating Exosome RNA in Lung Metastases of Primary High-Grade Osteosarcoma
307,1,Mesenchymal Stem Cell Infusion in Haploidentical Hematopoietic Stem Cell Transplantation in Patients With Hematological Malignancies
308,1,Circulating Extracellular Vesicles Released by Human Islets of Langerhans
309,1,huJCAR014 CAR-T Cells in Treating Adult Patients With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma or Acute Lymphoblastic Leukemia
310,1,Repair of Acute Respiratory Distress Syndrome by Stromal Cell Administration (REALIST) (COVID-19)
311,1,Allogeneic Mesenchymal Stromal Cells for Angiogenesis and Neovascularization in No-option Ischemic Limbs
312,1,The Effect of Platelet Rich Fibrin Matrix With and Without Peripheral Blood Mesenchymal Stem Cells on Implant Stability
313,1,Transplantation Efficacy of Autologous Bone Marrow Mesenchymal Stem Cells With Intensive Atorvastatin in AMI Patients
314,1,A Phase I-c Study of Recombinant GM-CSF Herpes Simplex Virus to TreatⅣ M1c
315,1,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Aplastic Anemia
316,1,A Clinical Trial to Study the Efficacy and Safety of Stempeucel® in Patients With CLI Due to Buergers Disease
317,1,Human MesenchymAl Stem Cells Infusion in Patients With Cystic Fibrosis
318,1,Infusion of Umbilical Cord Versus Bone Marrow Derived Mesenchymal Stem Cells to Evaluate Cytokine Suppression.
319,1,Injection of Autologous Adipose-derived Stromal Vascular Fraction in the Finger of Systemic Sclerosis Patients
320,1,Use of Stem Cells Cultured on a Scaffold for the Treatment of Aneurysmal Bone Cysts (ABC)
321,1,Transplantation of Autologous Bone Marrow Derived Stem Cells in Patients With Rheumatoid Arthritis
322,1,Clinical Study on Mesenchymal Stem Cells Used in the Reconstruction Surgery of the Supraspinatus Muscle Lesions
323,1,Autologous Bone Marrow-Derived Stem Cell Transplantation in Patients With Premature Ovarian Failure (POF)
324,1,Dental Implant Placement in Adjunction With Autologous Alveolar Bone-Marrow Derived Mesenchymal Stem Cells (aBM-MSCs)
325,1,Bone Marrow-Derived Stem Cell Transplantation for the Treatment of Cerebral Palsy
326,1,Mesoblast Stem Cell Therapy for Patients With Single Ventricle and Borderline Left Ventricle
327,1,A Phase III Trial of Recombinant Human Apo-2 Ligand for Injection
328,1,Treatment of Relapsed and/or Chemotherapy Refractory B-cell Malignancy by Tandem CAR T Cells Targeting CD19 and CD20
329,1,hCT-MSCs for Children With Autism Spectrum Disorder (ASD)
330,1,ncRNAs in Exosomes of Cholangiocarcinoma
331,1,Encapsulated Mesenchymal Stem Cells for Dental Pulp Regeneration.
332,1,3D Tissue Engineered Bone Equivalent for Treatment of Traumatic Bone Defects
333,1,Evaluation of the Safety and Potential Therapeutic Effects After Intravenous Transplantation of CB-AC-02 in Patients With Alzheimer's Disease
334,1,Efficacy and Safety of Pneumostem® for IVH in Premature Infants (Phase 2a)
335,1,Lomecel-B Infusion Versus Placebo in Patients With Alzheimer's Disease
336,1,Clinical Validation of a Urinary Exosome Gene Signature in Men Presenting for Suspicion of Prostate Cancer
337,1,Allogeneic Human Mesenchymal Stem Cells (hMSCs) Infusion in Patients With Treatment Resistant Depression
338,1,AlloGeneic Human Mesenchymal Stem Cells (hMSC) in PAtients With FistuLizing Crohn's Disease Via PErifistula iNjEctions (GALENE)
339,1,Imatinib as Pre-operative Anti-Colon Cancer Targeted Therapy
340,1,A Clinical and Histological Analysis of Mesenchymal Stem Cells in Amputation
341,1,UC-MSCs Gel Treatment Difficult Healing of Skin Ulcers
342,1,Clinical Trial With MSC for Graft Versus Host Disease Treatment
343,1,Golimumab (GLM) Dose Optimisation to Adequate Levels to Achieve Response in Colitis
344,1,NeuroRegen Scaffold™ Combined With Stem Cells for Chronic Spinal Cord Injury Repair
345,1,Synovium Brushing to Augmented Microfracture for Improved Cartilage Repair
346,1,Safety Study of Filler Agent Composed of Umbilical Cord Mesenchymal Stem Cells and Hyaluronic Acid
347,1,Vaccine Therapy in Treating Patients With Malignant Peripheral Nerve Sheath Tumor That is Recurrent or Cannot Be Removed by Surgery
348,1,Mesenchymal Stem Cells Transplantation for Liver Cirrhosis Due to HCV Hepatitis
349,1,Safety and Exploratory Efficacy Study of UCMSCs in Patients With Alzheimer's Disease
350,1,Insulin in Total Parenteral Nutrition
351,1,Therapeutic Strategy and the Role of Mesenchymal Stromal Cells for ABO Incompatible Liver Transplantation
352,1,Trial of Bone-marrow Derived Mesenchymal Stromal Cells (MSC) for New Onset Chronic Lung Allograft Dysfunction
353,1,ASD-specific Induced Pluripotent Stem Cells for Disease Modeling
354,1,Safety Evaluation of Cellavita HD Administered Intravenously in Participants With Huntington's Disease
355,1,First-in-human Study of Oral TP-0903 (a Novel Inhibitor of AXL Kinase) in Patients With Advanced Solid Tumors
356,1,Effect on Allogenic Mesenchymal Stem Cells on Osseointegration of Dental Implants
357,1,Clinical Trial to Investigate Efficacy and Safety of the IMP in Patients With Non Healing Wounds Originating From Ulcers
358,1,"Non-randomized, Open-labeled, Interventional, Single Group, Proof of Concept Study With Multi-modality Approach in Cases of Brain Death Due to Traumatic Brain Injury Having Diffuse Axonal Injury"
359,1,Buccal Fat Pad Derived Stem Cells With Cortical Tenting in Posterior Mandible Reconstruction
360,1,Effect of Buccal Fat Pad Derived Stem Cells in Maxillary Sinus Augmentation
361,1,A Phase 2 Study to Evaluate the Efficacy and Safety of JointStem in Treatment of Osteoarthritis
362,1,Safety and Exploratory Efficacy Study of Collagen Membrane With Mesenchymal Stem Cells in the Treatment of Skin Defects
363,1,Clinical Research for the Consistency Analysis of PD-L1 in Cancer Tissue and Plasma Exosome
364,1,Clinical Trial of Allogenic Adipose Tissue-Derived Mesenchymal Progenitor Cells Therapy for Knee Osteoarthritis
365,1,Autologous Adipose Derived Mesenchymal Stromal Cells Transplantation in Women With Premature Ovarian Failure (POF)
366,1,"Study of Amivantamab, a Human Bispecific EGFR and cMet Antibody, in Participants With Advanced Non-Small Cell Lung Cancer"
367,1,Allogeneic Bone Marrow-Derived Mesenchymal Stem Cell Therapy for Idiopathic Parkinson's Disease
368,1,Autologous Bone Marrow Stem Cells for Chronic Leg Ulcer Treatment in Sickle Cell Disease
369,1,A Clinical Trial to Evaluate the Safety and Efficacy of ALLO-ASC-DFU for Second Deep Degree Burn Injury Subjects
370,1,Clinical Study to Evaluate Efficacy and Safety of ALLO-ASC-DFU in Patients With Diabetic Foot Ulcers
371,1,Safety and Potential Efficacy of Human Mesenchymal Stem Cells in Non-Cystic Fibrosis Bronchiectasis
372,1,Allogeneic Mesenchymal Stromal Cells in Elderly Patients With Hip Fracture
373,1,Phase 2 Trial of Mesenchymal Stem Cells in Systemic Lupus Erythematosus (MiSLE)
374,1,Human Umbilical Cord-derived Mesenchymal Stem Cells With Injectable Collagen Scaffold Transplantation for Chronic Ischemic Cardiomyopathy
375,1,Intra-Testicular Transplantation of Autologous Stem Cells for Treatment of Non-Obstructive Azoospermia Male Infertility.
376,1,Human Umbilical Cord-Mesenchymal Stem Cells for Rheumatoid Arthritis
377,1,A Study of Allogeneic Low Oxygen Mesenchymal Bone Marrow Cells in Subjects With Myocardial Infarction
378,1,Transplantation of HUC-MSCs With Injectable Collagen Scaffold for POF
379,1,Adipose Derived Stem Cells Transplantation for Chronic Obstructive Pulmonary Disease
380,1,Autologous Bone Marrow Derived Mesenchymal Stromal Cells Transplantation(BM-MSC) for Kienbock's Disease
381,1,Stem Cell Therapy Combined With NeuroRegen Scaffold™ in Patients With Erectile Dysfunction After Rectal Cancer Surgery
382,1,Predictors of Treatment Response to Aflibercept and Aqueous Cytokine Levels in Patients With Persistent Diabetic Macular Edema Following Treatment With Ranibizumab: An Interventional Prospective Study
383,1,Human Umbilical Cord-Mesenchymal Stem Cells for Hepatic Cirrhosis
384,1,Clinical Trial to Evaluate Efficacy and Safety of JOINTSTEM in Patients With Degenerative Arthritis
385,1,EGFRvIII CAR T Cells for Newly-Diagnosed WHO Grade IV Malignant Glioma
386,1,Safety and Exploratory Efficacy Study of UCMSCs in Patients With Ischemic Heart Disease (SEESUPIHD)
387,1,A Study on Pneumoconiosis Treated With Whole-lung Lavage Combined With Mesenchymal Stem Cells
388,1,MSCs Source of Sweat Gland Cells of Large Area Skin Injury Patients Transplant of the Wound
389,1,Injectable Collagen Scaffold™ Combined With HUC-MSCs for the Improvement of Erectile Function in Men With Diabetes
390,1,In Vivo Assessment of Cellular Metabolism in Humans
391,1,Mesenchymal Stem Cells Therapy for Treatment of Airway Remodeling in Mustard Patients
392,1,Clinical Trial to Compare ReJoinTM to Sodium Hyaluronate Injection for Knee Osteoarthritis Cartilage Defects
393,1,Graft-versus-host Disease Associated Myelosuppression
394,1,A Clinical Study Using Adipose-derived Stem Cells for Diabetic Foot
395,1,Allogeneic Human Mesenchymal Stem Cells for Alzheimer's Disease
396,1,Umbilical Cord Mesenchymal Stem Cells Infusion for Diabetes Related Vascular Complications
397,1,Biomolecular Messages Associated With the Differentiation of Human Induced Pluripotent Stem Cells to Skeletal Muscle Progenitor Cells
398,1,A Study Evaluating the Efficacy of a Single Injection Autologous Adipose Derived Mesenchymal Stromal Cells in Patients With Knee Osteoarthritis
399,1,Safety and Efficacy of Allogeneic MSCs in Promoting T-regulatory Cells in Patients With Small Abdominal Aortic Aneurysms
400,1,Senescence in Chronic Kidney Disease
401,1,Regenerative Stem Cell Therapy for Stroke in Europe
402,1,Autologous Adipose Mesenchymal Stem Cell Transplantation in the Treatment of Patients With Hemifacial Spasm
403,1,Neural Progenitor Cell and Paracrine Factors to Treat Hypoxic Ischemic Encephalopathy
404,1,Allogeneic Adipose Derived Stem Cells for Werdnig Hoffman Patients
405,1,Reconstruction of Jaw Bone Using Mesenchymal Stem Cells
406,1,Allogenic Bone Marrow Mesenchymal Stem Cell Therapy in Acute-on-chronic Liver Failure
407,1,E7 TCR T Cells for Human Papillomavirus-Associated Cancers
408,1,Concomitant Use of Buccal Fat Pad Derived Cells and Autogenous Bone in Alveolar Cleft Osteoplasty
409,1,Anaplastic Thyroid Cancer and Follicular Thyroid Cancer-derived Exosomal Analysis Via Treatment of Lovastatin and Vildagliptin and Pilot Prognostic Study Via Urine Exosomal Biological Markers in Thyroid Cancer Patients
410,1,Safety and Tolerability Study of Allogeneic Mesenchymal Stem Cell Infusion in Adults With Cystic Fibrosis
411,1,Clinical Research for the Consistency Analysis of PD-L1 in Lung Cancer Tissue and Plasma Exosome Before and After Radiotherapy
412,1,Therapeutic Treatment of Amyotrophic Lateral Sclerosis
413,1,Autologous Bone Marrow Mesenchymal Stem Cells in the Treatment of Patients With Amyotrophic Lateral Sclerosis
414,1,Treatment of Severe Infections With Mesenchymal Stem Cells
415,1,Allogeneic Mesenchymal Human Stem Cells Infusion Therapy for Endothelial DySfunctiOn in Diabetic Subjects
416,1,Safety and Efficacy of ADSTEM Inj. in Patients With Moderately Subacute and Chronic Atopic Dermatitis
417,1,Allogenic Bone Marrow Mesenchymal Stem Cells Infusion in Patients With Steroid-refractory GVHD
418,1,Experimental Autologous Mesenchymal Stem Cell Therapy in Treatment of Chronic Autoimmune Urticaria
419,1,The Influence of High and Low Salt on Exosomes in the Urine
420,1,Safety and Exploratory Efficacy Study of UCMSCs in Patients With Fracture and Bone Nonunion
421,1,Development of Novel Strategy for Treatment of Anterior Cruciate Ligament (ACL) Injury Using Stem Cell
422,1,Bone Regeneration With Mesenchymal Stem Cells
423,1,GL-ONC1 Oncolytic Immunotherapy in Patients With Recurrent or Refractory Ovarian Cancer
424,1,Allogeneic Umbilical Cord Mesenchymal Stem Cell Transplantation for Type 1 Diabetes With Diabetic Ketoacidosis
425,1,Injectable Collagen Scaffold™ Combined With MSCs Transplantation for Brain Injury
426,1,Mesenchymal Stem Cells as First Treatment Line for Resistant Acute Graft Versus Host Disease
427,1,Perinatal Tissue Mesenchyme Stem Cells in the Treatment for Caesarean Section Scars
428,1,Generation of Heart Muscle Cells From Blood or Skin Cells of Breast Cancer Patients
429,1,UCMSC Transplantation in the Treatment of Cartilage Damage
430,1,Injectable Collagen Scaffold™ Combined With HUC-MSCs Transplantation for Patients With Decompensated Cirrhosis
431,1,Dysfunctions of Human Muscle Stem Cells in Sepsis
432,1,Human Umbilical Cord-Mesenchymal Stem Cells for Pneumoconiosis
433,1,A Clinical Study Using Autologous Bone Marrow Stem Cell for Diabetes Related Vascular Complications
434,1,Isolation and Characterization of the Extracellular Vesicles Secreted by the Human Endometrium
435,1,Evaluation of Autologous Adipose Derived Mesenchymal Stromal Cells (AD-MSC) Transplantation in Ultra Filtration Failure (UFF)
436,1,Mesenchymal Stem Cells (MSCs) for Treatment of Acute Respiratory Distress Syndrome (ARD) in Patients With Malignancies
437,1,Autologous Culture Expanded Mesenchymal Stromal Cells for Knee Osteoarthritis
438,1,Stem Cell Fistula Plug in Post Surgical Leak Fistulas
439,1,Autologous Adipose Derived Mesenchymal Stem Cells (AMSC) in Reducing Hemodialysis Arteriovenous Fistula Failure
440,1,A Pilot Study of MSCs Iufusion and Etanercept to Treat Ankylosing Spondylitis
441,1,UC-MSC Infusion for HBV-Related Acute-on-Chronic Liver Failure
442,1,"Trial Evaluating the Efficacy of Systemic Mesenchymal Stromal Cell (MSC) Injections for the Treatment of Severe and Chronic Radiotherapy-induced Abdomino-pelvic Complications (Pelvic Radiation Disease, PRD) Refractory to Standard Therapy"
443,1,Generation of Marfan Syndrome and Fontan Cardiovascular Models Using Patient-specific Induced Pluripotent Stem Cells
444,1,Mesenchymal Stem Cells to Intervene in the Development of Type 1 Diabetes: a Blinded Randomized Study
445,1,Mesenchymal Stem Cells as a Treatment for Oral Complications of Graft-versus-host Disease
446,1,Follow-up Study of Safety and Efficacy in Subjects Who Completed NEUROSTEM® Phase-I/IIa Clinical Trial.
447,1,Umbilical Cord Mesenchymal Stem Cells Infusion for Initial Type 1 Diabetes Mellitus
448,1,Treatment of Knee Osteoarthritis With Autologous Mesenchymal Stem Cells
449,1,Treatment of Non Union of Long Bone Fractures by Autologous Mesenchymal Stem Cell
450,1,Treatment Of Bone Cyst With Bone Marrow Mesenchymal Cell Transplantation
451,1,Articular Cartilage Resurfacing With Mesenchymal Stem Cells In Osteoarthritis Of Knee Joint
452,1,Intratracheal Umbilical Cord-derived Mesenchymal Stem Cells for Severe Bronchopulmonary Dysplasia
453,1,Distraction Osteogenesis in Limb-length Discrepancy With Mesenchymal Cell Transplantation
454,1,Umbilical Cord Mesenchymal Stem Cells for Immune Reconstitution in HIV-infected Patients
455,1,Isolation and Authentication of Mesenchymal Stem Cell-like Progenitor Cells From the Degenerated Intervertebral Disc of Lumbar Spine
456,1,Umbilical Cord Mesenchymal Stem Cells Injection for Diabetic Foot
457,1,Safety and Efficacy of Human Mesenchymal Stem Cells for Treatment of Liver Failure
458,1,Intramuscular Injection of Mesenchymal Stem Cell for Treatment of Children With Idiopathic Dilated Cardiomyopathy
459,1,Umbilical Cord Mesenchymal Stem Cells for Patients With Liver Cirrhosis
460,1,A Study to Evaluate the Potential of Mesenchymal Stromal Cells to Treat Obliterative Bronchiolitis After Lung Transplantation
461,1,Umbilical Cord Mesenchymal Stem Cells Infusion for Ulcerative Colitis
462,1,Allogenic Bone Marrow Stem Cell Transplantation in Liver Failure
463,1,Multicenter Clinical Trial for the Evaluation of Mesenchymal Stem Cells From Adipose Tissue in Patients With Chronic Graft Versus Host Disease.
464,1,Allogenic Bone Marrow Stem Cells Transplantation in Patients With Liver Cirrhosis
465,1,Umbilical Cord Mesenchymal Stem Cells Infusion Via Hepatic Artery in Cirrhosis Patients
466,1,Adult Stem Cell Therapy for Repairing Articular Cartilage in Gonarthrosis
467,1,Mesenchymal Stem Cell Transplantation in MS
468,1,Mesenchymal Stem Cells Treat Liver Cirrhosis
469,1,Evaluation of PROCHYMAL® for Treatment-refractory Moderate-to-severe Crohn's Disease
470,1,Cell Therapy for Metastatic Melanoma Using CD8 Enriched Tumor Infiltrating Lymphocytes
471,1,Human Adipose Derived Mesenchymal Stem Cells for Critical Limb Ischemia (CLI) in Diabetic Patients
472,1,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Severe Aplastic Anemia
473,1,Transfer of Bone Marrow Derived Stem Cells for the Treatment of Spinal Cord Injury
474,1,Plasmonic Nanophotothermal Therapy of Atherosclerosis
475,1,Ex Vivo Cultured Adult Allogenic MSCs in Ischemic Cerebral Stroke
476,1,Autologous Mesenchymal Stem Cells From Adipose Tissue in Patients With Secondary Progressive Multiple Sclerosis
477,1,Repeated Infusions of Mesenchymal Stromal Cells in Children With Osteogenesis Imperfecta
478,1,Induced Wound Healing by Application of Expanded Bone Marrow Stem Cells in Diabetic Patients With Critical Limb Ischemia
479,1,Treatment of Patients With Newly Onset of Type 1 Diabetes With Mesenchymal Stem Cells
480,1,Collection of Bone Marrow From Healthy Volunteers and Patients for the Production of Clinical Bone Marrow Stromal Cell (BMSC) Products
481,1,Mesenchymal Stem Cells and Myocardial Ischemia
482,1,Progression of Renal Interstitial Fibrosis / Tubular Atrophy (IF/TA) According to Epithelial-mesenchymal Transition (EMT) and Immunosuppressive Regimen (Everolimus Based Versus CNI Based) in de Novo Renal Transplant Recipients
483,1,Administration of Anti-CD19-chimeric-antigen-receptor-transduced T Cells From the Original Transplant Donor to Patients With Recurrent or Persistent B-cell Malignancies After Allogeneic Stem Cell Transplantation
484,1,The Percutaneous Stem Cell Injection Delivery Effects on Neomyogenesis Pilot Study (The POSEIDON-Pilot Study)
485,1,Safety and Efficacy Study of MSB-CAR001 in Subjects 6 Weeks Post an Anterior Cruciate Ligament Reconstruction
486,1,An Australian Study of Mesenchymal Stromal Cells for Crohn's Disease
487,1,Unrelated Umbilical Cord Blood Transplantation With Coinfusion of Mesenchymal Stem Cells
488,1,Transplantation of Bone Marrow Stem Cells Stimulated by Proteins Scaffold to Heal Defects Articular Cartilage of the Knee
489,1,Studies of Autistic Patients: Gene Networks and Clinical Subtypes
490,1,Anti-Oxidant Effect on Peritoneal Membrane in Peritoneal Dialysis (PD) Patients
491,1,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Myelodysplastic Syndromes
492,1,Stem Cell Therapy for Type 2 Diabetes Mellitus
493,1,Mesenchymal Stem Cells for Treatment of Amyotrophic Lateral Sclerosis (ALS)
494,1,Stem Cell Therapy for Type 1 Diabetes Mellitus
495,1,Characterization of Patients With Uncommon Presentations and/or Uncommon Diseases Associated With the Cardiovascular System
496,1,Dose-escalating Therapeutic Study of Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Fistulas in Patients With Refractory Perianal Crohn's Disease
497,1,Autologous Transplantation of Mesenchymal Stem Cells for Treatment of Patients With Onset of Type 1 Diabetes
498,1,Treatment of Fistulous Crohn's Disease by Implant of Autologous Mesenchymal Stem Cells Derived From Adipose Tissue
499,1,Trial of a Vaccination With Tumor Antigen-loaded Dendritic Cell-derived Exosomes
500,1,Gene Transfer for Recessive Dystrophic Epidermolysis Bullosa
501,1,Autologous Adipose Derived MSCs Transplantation in Patient With Spinal Cord Injury.
502,1,Safety and Exploratory Efficacy Study of NEUROSTEM® Versus Placebo in Patients With Alzheimer's Disease
503,1,"""ESTIMATION Study"" for Endocardial Mesenchymal Stem Cells Implantation in Patients After Acute Myocardial Infarction"
504,1,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Hereditary Ataxia
505,1,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Progressive Multiple Sclerosis and Neuromyelitis Optica
506,1,Stem Cells Predicting Orthopedic Outcomes
507,1,Umbilical Mesenchymal Stem Cells and Mononuclear Cells Infusion in Type 1 Diabetes Mellitus
508,1,Evaluation of Autologous Mesenchymal Stem Cell Transplantation (Effects and Side Effects) in Multiple Sclerosis
509,1,Efficacy of Invitro Expanded Bone Marrow Derived Allogeneic Mesenchymal Stem Cell Transplantation Via Portal Vein or Hepatic Artery or Peripheral Vein in Patients With Wilson Cirrhosis
510,1,A Study to Evaluate the Potential Role of Mesenchymal Stem Cells in the Treatment of Idiopathic Pulmonary Fibrosis
511,1,Treatment Of Maxillary Bone Cysts With Autologous Bone Mesenchymal Stem Cells (MSV-H)
512,1,Safety and Efficacy of Intracoronary Adult Human Mesenchymal Stem Cells After Acute Myocardial Infarction
513,1,PercutaneOus StEm Cell Injection Delivery Effects On Neomyogenesis in Dilated CardioMyopathy (The POSEIDON-DCM Study)
514,1,Difference Between Rehabilitation Therapy and Stem Cells Transplantation in Patients With Spinal Cord Injury in China
515,1,Autologous Mesenchymal Stem Cells vs. Chondrocytes for the Repair of Chondral Knee Defects
516,1,Effect of Treatment With Metformin in Type 2 Diabetes Patients on Alternative Genes Splicing
517,1,Collecting Bone Graft During Spinal Decompression and Posterolateral Lumbar Fusion to Better Define Bone Making Cells
518,1,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Type 2 Diabetes
519,1,Study of Subtalar Arthrodesis Using AlloStem® Versus Autologous Bone Graft
520,1,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Ankylosing Spondylitis (AS)
521,1,Treatment of Atrophic Nonunion Fractures by Autologous Mesenchymal Stem Cell Percutaneous Grafting
522,1,Mesenchymal Stem Cells After Renal or Liver Transplantation
523,1,Mononucleotide Autologous Stem Cells and Demineralized Bone Matrix in the Treatment of Non Union/Delayed Fractures
524,1,Side Effects of Autologous Mesenchymal Stem Cell Transplantation in Ankle Joint Osteoartritis
525,1,Plasmonic Photothermal and Stem Cell Therapy of Atherosclerosis Versus Stenting
526,1,Efficacy and Safety Study of Allogenic Mesenchymal Stem Cells for Patients With Refractory Primary Biliary Cirrhosis
527,1,-02341066 and PF-00299804 for Advanced Non-Small Cell Lung Cancer
528,1,Tolerability and Efficacy of Intravenous Infusion of Autologous MSC_Apceth for the Treatment of Critical Limb Ischemia
529,1,A Pilot Study of Tumor-Derived Exosomes as Diagnostic and Prognostic Markers in Breast Cancer Patients Receiving Neoadjuvant Chemotherapy
530,1,Mesenchymal Stem Cells In Cisplatin-Induced Acute Renal Failure In Patients With Solid Organ Cancers
531,1,Mesenchymal Stem Cells Transplantation to Patients With Relapsed/Refractory Aplastic Anemia.
532,1,Safety and Preliminary Efficacy Study of Mesenchymal Precursor Cells (MPCs) in Subjects With Lumbar Back Pain
533,1,Intracoronary Human Wharton's Jelly- Derived Mesenchymal Stem Cells (WJ-MSCs) Transfer in Patients With Acute Myocardial Infarction (AMI)
534,1,Study Investigating the Ability of Plant Exosomes to Deliver Curcumin to Normal and Colon Cancer Tissue
535,1,Safety and Efficacy Evaluation of PNEUMOSTEM® Treatment in Premature Infants With Bronchopulmonary Dysplasia
536,1,The Safety and The Efficacy Evaluation of NEUROSTEM®-AD in Patients With Alzheimer's Disease
537,1,A Study of Allogeneic Mesenchymal Bone Marrow Cells in Subjects With Ischemic Stroke
538,1,Mesenchymal Stem Cells in the Treatment of Relapsed/Refractory Severe Acquired Aplastic Anemia
539,1,GLP-1 CellBeads® for the Treatment of Stroke Patients With Space-occupying Intracerebral Hemorrhage
540,1,Autologous Adipose Tissue Derived Mesenchymal Stem Cells Transplantation in Patient With Degenerative Arthritis
541,1,Cartilage Tissue Engineering
542,1,Autologous Adipose Tissue Derived Mesenchymal Stem Cells Transplantation in Patient With Buerger's Disease
543,1,Safety and Feasibility Study of Administration of Mesenchymal Stemcells for Treatment of Emphysema
544,1,Safety and Efficacy of Stem Cell Therapy in Patients With Autism
545,1,The Effect of Human Adipose Tissue-derived MSCs in Romberg's Disease
546,1,Clinical Trials of Autologous Cultured Adipose-derived Stem Cells (ANTG-ASC) on Complex Fistula
547,1,"Genetically Engineered Lymphocyte Therapy After Peripheral Blood Stem Cell Transplant in Treating Patients With High-Risk, Intermediate-Grade, B-cell Non-Hodgkin Lymphoma"
548,1,Safety Study of Homeo-GH (Bone Marrow Derived Clonal Mesenchymal Stem Cell) to Treat Acute/Chronic Graft Versus Host Disease (GVHD)
549,1,Safety and Efficacy of Mesenchymal Stem Cells in Newly-diagnosed Type 1 Diabetic Patients
550,1,Allogeneic Bone Marrow Mesenchymal Stem Cells Transplantation in Patients With Liver Failure Caused by Hepatitis B Virus (HBV)
551,1,Osteogenic Effects in Human Mesenchymal Stem Cells Enhanced by Wnt Signaling
552,1,Autologous Bone Marrow Stem Cell Transplantation in Patients With Spinal Cord Injury
553,1,Gene Therapy for Fanconi Anemia
554,1,Human Umbilical Cord Mesenchymal Stem Cells Transplantation for Patients With Decompensated Liver Cirrhosis
555,1,A Pilot Study of Genetically Engineered NY-ESO-1 Specific NY-ESO-1ᶜ²⁵⁹T in HLA-A2+ Patients With Synovial Sarcoma
556,1,"Autologous Cultured Mesenchymal Bone Marrow Stromal Cells Secreting Neurotrophic Factors (MSC-NTF), in ALS Patients."
557,1,MSC and HSC Coinfusion in Mismatched Minitransplants
558,1,Study to Compare Efficacy and Safety of Cartistem and Microfracture in Patients With Knee Articular Cartilage Injury
