"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
29,"NCT04491240","Evaluation of Safety and Efficiency of Method of Exosome Inhalation in SARS-CoV-2 Associated Pneumonia.","COVID-19EXO","Completed","Has Results","Covid19|SARS-CoV-2 PNEUMONIA|COVID-19","Drug: EXO 1 inhalation|Drug: EXO 2 inhalation|Drug: Placebo inhalation","Number of Participants With Non-serious and Serious Adverse Events During Trial|Number of Participants With Non-serious and Serious Adverse During Inhalation Procedure|Time to Clinical Recovery (TTCR)|SpO2 Concentration|C-reactive Protein|Lactic Acid Dehydrogenase (LDH)","State-Financed Health Facility ""Samara Regional Medical Center Dinasty""|Clinics of the Federal State Budgetary Educational Institution SSMU|Samara Regional Clinical Hospital V.D. Seredavin","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Other","COVID-19 EXO","July 20, 2020","October 1, 2020","October 20, 2020","July 29, 2020","November 4, 2020","November 4, 2020","Medical Centre Dinasty, Samara, Russian Federation","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/40/NCT04491240/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT04491240"
30,"NCT04602104","A Clinical Study of Mesenchymal Stem Cell Exosomes Nebulizer for the Treatment of ARDS",,"Recruiting","No Results Available","Acute Respiratory Distress Syndrome","Biological: low dose hMSC-Exos|Biological: medium dose hMSC-Exos|Biological: high dose hMSC-Exos|Biological: Dosage 1of hMSC-Exos|Biological: Dosage 2 of hMSC-Exos|Biological: No hMSC-derived exosomes","Incidence of adverse reaction|TTCI|28-day mortality|Murray lung injury score|PaO2/FiO2|SOFA score|ApachⅡ score|The number of days the survivor was in ICU","Ruijin Hospital|Cellular Biomedicine Group Ltd.","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","169","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","MEXARDS","November 30, 2020","June 2022","September 2022","October 26, 2020",,"November 2, 2021","Ruijin Hospital, Medical School of Shanghai Jiaotong University, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04602104"
31,"NCT04313647","A Tolerance Clinical Study on Aerosol Inhalation of Mesenchymal Stem Cells Exosomes In Healthy Volunteers",,"Completed","Has Results","Healthy","Biological: 1X level of MSCs-Exo|Biological: 2X level of MSCs-Exo|Biological: 4X level of MSCs-Exo|Biological: 6X level of MSCs-Exo|Biological: 8X level of MSCs-Exo","Number of Participants With Adverse Reaction (AE) and Severe Adverse Reaction (SAE)","Ruijin Hospital|Cellular Biomedicine Group Ltd.","All","18 Years to 45 Years   (Adult)","Phase 1","24","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MEXVT","March 12, 2020","April 30, 2020","July 31, 2020","March 18, 2020","August 4, 2021","August 4, 2021","Ruijin Hospital Shanghai Jiao Tong University School of Medicine, Shanghai, Shanghai, China","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/47/NCT04313647/Prot_SAP_000.pdf|""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/47/NCT04313647/ICF_001.pdf","https://ClinicalTrials.gov/show/NCT04313647"
32,"NCT03800121","Study of Exosomes in Monitoring Patients With Sarcoma (EXOSARC)","EXOSARC","Recruiting","No Results Available","Sarcoma","Biological: Blood samples","concentration of exosomes in blood","Centre Georges Francois Leclerc","All","18 Years and older   (Adult, Older Adult)",,"30","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2018-A01393-52","November 19, 2018","November 19, 2022","November 19, 2023","January 11, 2019",,"May 24, 2021","CHU de Besançon, Besançon, France|Centre Georges François Leclerc, Dijon, France|CHU de Poitiers, Poitiers, France",,"https://ClinicalTrials.gov/show/NCT03800121"
33,"NCT04053855","Evaluation of Urinary Exosomes Presence From Clear Cell Renal Cell Carcinoma","PEP-C","Recruiting","No Results Available","Clear Cell Renal Cell Carcinoma","Biological: Urinary sample","Number of patients (with clear cell kidney cancer) with CD9+ and CA9+ exosomes by electron microscopy technique|Percentage of CD9+ /CA9+ exosomes by electron microscopy technique (%) for patients with clear cell kidney cancer|Percentage of CD9+ /CA9+ exosomes by electron microscopy technique (%) for control patients|Percentage of CD9+ /CA9+ exosomes by flow cytometry (%) for patients with clear cell kidney cancer|Percentage of CD9+ /CA9+ exosomes by flow cytometry (%) for control patients|Percentage of CD9+ /CA9+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for control patients|Percentage of CD9+ /CA9+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for patients with clear cell kidney cancer|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by electron microscopy technique (%) for patients with clear cell kidney cancer|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by electron microscopy technique (%) for control patients|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by flow cytometry (%) for patients with clear cell kidney cancer|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by flow cytometry (%) for control patients|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for patients with clear cell kidney cancer|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for control patients|Percentage of CD9+/VGEFR2+ exosomes by electron microscopy technique (%) for patients with clear cell kidney cancer|Percentage of CD9+/VGEFR2+ exosomes by electron microscopy technique (%) for control patients|Percentage of CD9+/VGEFR2+ exosomes by flow cytometry (%) for patients with clear cell kidney cancer|Percentage of CD9+/VGEFR2+ exosomes by flow cytometry (%) for control patients|Percentage of CD9+/VGEFR2+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for patients with clear cell kidney cancer|Percentage of CD9+/VGEFR2+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for control patients","Centre Hospitalier Universitaire de Saint Etienne","All","18 Years and older   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","19CH048|2019-A01408-49","January 29, 2020","August 2024","August 2024","August 13, 2019",,"May 13, 2021","Chu Saint-Etienne, Saint-Étienne, France",,"https://ClinicalTrials.gov/show/NCT04053855"
34,"NCT03542253","Combined Diagnosis of CT and Exosome in Early Lung Cancer",,"Unknown status","No Results Available","Early Lung Cancer","Procedure: Surgery","exosome in cancer tissue and para cancerous tissue","Second Affiliated Hospital of Soochow University","All","Child, Adult, Older Adult",,"80","Other","Observational","Observational Model: Other|Time Perspective: Other","123456","May 20, 2018","May 30, 2019","June 30, 2019","May 31, 2018",,"May 31, 2018",,,"https://ClinicalTrials.gov/show/NCT03542253"
35,"NCT04960956","Glycosylation of Exosomes in Prostate and Urothelial Carcinoma",,"Suspended","No Results Available","Prostate Cancer|Urothelial Carcinoma",,"Current Primary Outcome Measure","Indiana University","Male","18 Years and older   (Adult, Older Adult)",,"40","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","IUSCC-0588","October 13, 2016","January 31, 2025","January 31, 2026","July 14, 2021",,"July 14, 2021","Indiana University Melvin & Bren Simon Cancer Center, Indianapolis, Indiana, United States",,"https://ClinicalTrials.gov/show/NCT04960956"
36,"NCT02393703","Interrogation of Exosome-mediated Intercellular Signaling in Patients With Pancreatic Cancer",,"Recruiting","No Results Available","Pancreatic Cancer|Benign Pancreatic Disease",,"successful isolation of exosomes|evaluation of the liver microenvironment","Memorial Sloan Kettering Cancer Center|Weill Medical College of Cornell University|National Institutes of Health (NIH)|University of Pittsburgh","All","18 Years and older   (Adult, Older Adult)",,"111","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","15-015","March 2015","March 2023","March 2023","March 19, 2015",,"November 12, 2021","Memorial Sloan Kettering Cancer Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT02393703"
37,"NCT04894695","Urine Exosomes to Identify Biomarkers for LN",,"Recruiting","No Results Available","Lupus Nephritis","Diagnostic Test: biomarkers detection in different groups","specific molecule levels in urine exosomes","RenJi Hospital","All","Child, Adult, Older Adult",,"400","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","urine exo-LN","August 2, 2020","August 30, 2021","August 31, 2021","May 20, 2021",,"August 3, 2021","Renji Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04894695"
38,"NCT04879810","Plant Exosomes +/- Curcumin to Abrogate Symptoms of Inflammatory Bowel Disease",,"Recruiting","No Results Available","Irritable Bowel Disease","Procedure: Sigmoidoscopy and biopsy, blood work","Change in inflammation on Colonoscopy|Change in Subjective symptoms","University of Louisville","All","18 Years and older   (Adult, Older Adult)","Not Applicable","90","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15.0872","March 1, 2018","January 2, 2022","January 30, 2022","May 10, 2021",,"May 11, 2021","University of Louisville, Louisville, Kentucky, United States",,"https://ClinicalTrials.gov/show/NCT04879810"
39,"NCT02594345","Effect of Exosomes Derived From Red Blood Cell Units on Platelet Function and Blood Coagulation",,"Completed","No Results Available","Blood Coagulation|Platelet Function","Other: in vitro study","clotting time|clot formation|clot stability|clot lysis|CD62P","Johann Wolfgang Goethe University Hospital","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","18","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","ExoRBC","October 2015","December 2015","December 2015","November 3, 2015",,"February 23, 2016","University Hospital Frankfurt, Frankfurt am Main, Hessen, Germany",,"https://ClinicalTrials.gov/show/NCT02594345"
40,"NCT02957279","Dendritic Cells-Derived Exosomes in Human Sepsis",,"Unknown status","No Results Available","Sepsis","Drug: Antibiotics","Amount of dendritic cell-derived exosomes|Compositions of microRNA in the dendritic cell-derived exosomes","Jinling Hospital, China","All","18 Years to 65 Years   (Adult, Older Adult)",,"50","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","20161103","November 2016","September 2017","October 2017","November 6, 2016",,"November 6, 2016","Jinling Hospital, Medical School of Nanjing University, Nanjing, Jiangsu, China",,"https://ClinicalTrials.gov/show/NCT02957279"
41,"NCT03985696","Exosomes and Immunotherapy in Non-Hodgkin B-cell Lymphomas","ExoReBLy","Recruiting","No Results Available","Lymphoma, B-cell, Aggressive Non-Hodgkin (B-NHL)","Other: blood sample","Quantification of CD20 and PDL-1 in exosomes purified from cell cultures of DLBCL human cell lines and from Healthy volunteers|Evaluation if peripheral exosomes can be used as novel diagnostic biomarkers in DLBCL","University Hospital, Limoges","All","18 Years and older   (Adult, Older Adult)","Not Applicable","90","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","87RI18_0025 (ExoReBLy)","July 2, 2019","July 2, 2025","July 2, 2025","June 14, 2019",,"December 3, 2020","University Hospital Limoges, Limoges, France",,"https://ClinicalTrials.gov/show/NCT03985696"
42,"NCT03108677","Circulating Exosome RNA in Lung Metastases of Primary High-Grade Osteosarcoma",,"Recruiting","No Results Available","Lung Metastases|Osteosarcoma","Other: Blood samples","Differences in the levels and mutations of circulating exosome RNA from patients with or without lung metastasis.|Differences in the classic cell signal pathway mutations of circulating exosome RNA from patients with or without lung metastasis.|Differences in the therapeutic targets mutations of circulating exosome RNA from patients with or without lung metastasis.|The correlation between circulating exosome RNA mutation levels and 3-year disease-free survival (DFS), progression-free survival (PFS), lung metastases.|The correlation between specific circulating exosome RNA mutations and 3-year disease-free survival (DFS), progression-free survival (PFS), lung metastases.|The roles of circulating exosome micro-RNA mutations on regulation of circulating exosome RNA.|The mutations of circulating exosome RNA from patients without metastasis.","Ruijin Hospital","All","12 Years to 60 Years   (Child, Adult)",,"40","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","RJ2017NO13","May 1, 2017","May 2022","May 2022","April 11, 2017",,"October 8, 2020","Ruijin Hospital Shanghai Jiao Tong University School of medicine, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03108677"
43,"NCT02823613","The Influence of High and Low Salt on Exosomes in the Urine",,"Completed","No Results Available","Healthy","Dietary Supplement: High salt diet followed by low salt diet|Dietary Supplement: Low salt diet followed by high salt diet","Changes in epithelial sodium channel (ENaC) appearance in urinary exosomes|Plasma aldosterone|Renin","University of Southern Denmark|Danish Diabetes Academy|Odense University Hospital|Beckett Foundation","Male","20 Years to 40 Years   (Adult)","Not Applicable","10","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","RZL-SDU-IMM-CVR","August 2016","May 1, 2019","May 23, 2019","July 6, 2016",,"April 7, 2020","University of Southern Denmark, Odense, Denmark",,"https://ClinicalTrials.gov/show/NCT02823613"
44,"NCT04500769","Training Induced Muscle Exosome Release","TIMER","Recruiting","No Results Available","Metabolism","Behavioral: Acute Resistance Exercise","miR-1 abundance","John McCarthy|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|University of Kentucky","All","18 Years to 30 Years   (Adult)","Not Applicable","80","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","43910|3R01DK119619-02S1","March 14, 2019","September 1, 2023","September 1, 2023","August 5, 2020",,"August 9, 2021","University of Kentucky, Lexington, Kentucky, United States",,"https://ClinicalTrials.gov/show/NCT04500769"
45,"NCT03821909","Acquisition of Portal Venous CTCs and Exosomes From Patients With Pancreatic Cancer by EUS","CTCs","Unknown status","No Results Available","Pancreatic Cancer","Procedure: Endoscopic ultrasound-guided protal venous blood sampling","The difference of the amount of circulating tumor cells acquisited from portal venous blood between patients with pancreatic cancer and benign pancreatic diseases|The difference of the exosomes acquisited from portal venous blood between patients with pancreatic cancer and benign pancreatic diseases|The difference of the amount of circulating tumor cells between portal venous and peripheral blood|The difference of the exosomes between portal venous and peripheral blood","Ying Lv|The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School","All","18 Years to 80 Years   (Adult, Older Adult)",,"30","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","EPCE-1","August 1, 2018","August 2020","September 2020","January 30, 2019",,"January 31, 2019","Nanjing Drum Tower Hospital the Affiliated Hospital of Nanjing University Medical School, Nanjing, Jiangsu, China",,"https://ClinicalTrials.gov/show/NCT03821909"
46,"NCT03700515","Exosome Proteomics to Detect EPO",,"Unknown status","No Results Available","Healthy","Drug: Erythropoietin|Drug: Placebo","Blood proteome enrichment pathway analysis in GO annotation|Blood markers of iron","Morten Hostrup, PhD|University of Tasmania|University of Copenhagen","All","18 Years to 45 Years   (Adult)","Not Applicable","72","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","EPO-EXO","September 4, 2019","October 15, 2020","October 15, 2020","October 9, 2018",,"September 25, 2019","August Krogh Building, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT03700515"
47,"NCT01668849","Edible Plant Exosome Ability to Prevent Oral Mucositis Associated With Chemoradiation Treatment of Head and Neck Cancer",,"Active, not recruiting","No Results Available","Head and Neck Cancer|Oral Mucositis","Dietary Supplement: Grape extract|Drug: Lortab, Fentanyl patch, mouthwash","Pain caused by oral mucositis|Level of immune biomarkers in blood|Level of immune biomarkers in mucosal tissue","University of Louisville|James Graham Brown Cancer Center","All","20 Years to 85 Years   (Adult, Older Adult)","Phase 1","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","12.0220","August 2, 2012","August 2022","August 2022","August 20, 2012",,"July 15, 2021","James Graham Brown Cancer Center, Louisville, Kentucky, United States",,"https://ClinicalTrials.gov/show/NCT01668849"
48,"NCT04154332","Exosome Cargo From Preeclampsia Patients",,"Recruiting","No Results Available","Preeclampsia","Other: Sample collection","Exosome cargo levels","University of Alabama at Birmingham","Female","18 Years to 45 Years   (Adult)",,"64","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","IRB-300004235","December 2, 2019","April 15, 2022","November 15, 2022","November 6, 2019",,"November 19, 2021","University of Alabama at Birmingham, Birmingham, Alabama, United States",,"https://ClinicalTrials.gov/show/NCT04154332"
49,"NCT03102268","ncRNAs in Exosomes of Cholangiocarcinoma",,"Unknown status","No Results Available","Cholangiocarcinoma|Benign Biliary Stricture",,"Characterization of the ncRNAs|Overall survival|Progression-free survival","The Second Hospital of Nanjing Medical University","All","18 Years and older   (Adult, Older Adult)",,"80","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","EXO-CN-1607","May 1, 2017","March 31, 2020","March 31, 2020","April 5, 2017",,"April 5, 2017","Medical Center for Digestive Diseases, The Second Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China",,"https://ClinicalTrials.gov/show/NCT03102268"
50,"NCT03811600","Exosomes Implication in PD1-PD-L1 Activation in OSAS","ExoSAS","Unknown status","No Results Available","Sleep Apnea Syndromes, Obstructive|Cancer","Diagnostic Test: PD1/PD-L1 exosomal expression","exosomal PD1 expression|exosomal PD-L1 expression","University Hospital, Angers","All","18 Years and older   (Adult, Older Adult)",,"90","Other","Observational","Observational Model: Case-Control|Time Perspective: Cross-Sectional","2019-A00029-48","March 1, 2019","March 1, 2020","March 1, 2020","January 22, 2019",,"January 9, 2020","Laboratoire du Sommeil, Département de Pneumologie, CHU d'Angers, Angers, France",,"https://ClinicalTrials.gov/show/NCT03811600"
51,"NCT02147418","Exosome Testing as a Screening Modality for Human Papillomavirus-Positive Oropharyngeal Squamous Cell Carcinoma",,"Recruiting","No Results Available","Oropharyngeal Cancer",,"Cultured Cell Exosome Protein Signature Outcome Measure","New Mexico Cancer Care Alliance","All","18 Years and older   (Adult, Older Adult)",,"30","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","INST 1310","February 2015","January 2022","December 2024","May 26, 2014",,"May 12, 2021","University of New Mexico Cancer Center, Albuquerque, New Mexico, United States",,"https://ClinicalTrials.gov/show/NCT02147418"
52,"NCT03032913","Diagnostic Accuracy of Circulating Tumor Cells (CTCs) and Onco-exosome Quantification in the Diagnosis of Pancreatic Cancer - PANC-CTC","PANC-CTC","Completed","No Results Available","Pancreatic Ductal Adenocarcinoma (PDAC)","Procedure: Blood samples|Procedure: Portal vein blood sample","Step 1: sensitivity of CTC detection with 3 methods in cell spiking experiments|Step 2: diagnostic accuracy of the best CTC detection method and onco-exosome quantification for pancreatic adenocarcinoma diagnosis.|Step 1: reproducibility of CTC detection with the 3 methods|Step 2: correlation between CTCs presence and numbers or onco-exosome concentration with clinical and biological parameters and with patient clinical outcome","University Hospital, Bordeaux","All","18 Years and older   (Adult, Older Adult)",,"52","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CHUBX 2015/26","February 15, 2017","November 13, 2017","November 13, 2017","January 26, 2017",,"April 10, 2018","Chu de Bordeaux, Bordeaux, France",,"https://ClinicalTrials.gov/show/NCT03032913"
53,"NCT04979767","Function of Circulating Exosomes in Sepsis-induced Immunosuppression",,"Recruiting","No Results Available","Sepsis|Septic Shock|Sepsis Syndrome|Sepsis Bacterial|Sepsis, Severe|Sepsis Bacteremia",,"28-day mortality|Hospital mortality|90-day mortality|Length of stay|Duration of infection","University of Kansas Medical Center|University of Kansas","All","50 Years and older   (Adult, Older Adult)",,"80","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","STUDY#00145638","April 15, 2021","October 31, 2021","June 30, 2022","July 28, 2021",,"July 28, 2021","University of Kansas Medical Center, Kansas City, Kansas, United States",,"https://ClinicalTrials.gov/show/NCT04979767"
54,"NCT03478410","Role of Exosomes Derived From Epicardial Fat in Atrial Fibrillation",,"Recruiting","No Results Available","Atrial Fibrillation","Procedure: Epicardial fat biopsy","Exosomes quantity excreted from the epicardial fat (nm)|Inflammatory cytokines secretion from epicardial fat","Sheba Medical Center","All","18 Years and older   (Adult, Older Adult)","Not Applicable","35","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","SHEBA-18-4516-ER-CTIL","January 21, 2018","January 21, 2022","January 21, 2022","March 27, 2018",,"April 8, 2021","Sheba medical center, Ramat Gan, Israel",,"https://ClinicalTrials.gov/show/NCT03478410"
55,"NCT05058768","Omics Sequencing of Exosomes in Body Fluids of Patients With Acute Lung Injury",,"Recruiting","No Results Available","Acute Lung Injury","Diagnostic Test: The lungs causes and extrapulmonary factors","Compare the omics differences of blood samples between the experimental and control groups|Compare the omics differences of urine samples between the experimental and control groups|Compare the omics differences of alveolar lavage fluid samples between the experimental and control groups","Nanfang Hospital of Southern Medical University","All","18 Years and older   (Adult, Older Adult)",,"180","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","NFEC-2021-143","September 28, 2021","September 27, 2022","December 16, 2024","September 28, 2021",,"September 28, 2021","Nanfang Hospital, Southern Medical University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT05058768"
56,"NCT04382872","Follicular Fluid Exosome miRNA During Oocyte Maturation",,"Not yet recruiting","No Results Available","Oocyte Maturation",,"RNA-sequencing|quantitative real-time polymerase chain reaction|fertilization and pregnancy rate","Chinese University of Hong Kong","Female","20 Years to 45 Years   (Adult)",,"60","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2019.137","January 30, 2021","April 30, 2023","April 30, 2024","May 11, 2020",,"July 28, 2020","The Chinese University of Hong Kong, Hong Kong, Hong Kong",,"https://ClinicalTrials.gov/show/NCT04382872"
57,"NCT04459182","Circulating Exosomes and Endothelial Dysfunction in Patients With Obstructive Sleep Apneas Hypopneas Syndrome","EXODYS","Not yet recruiting","No Results Available","Endothelial Dysfunction","Diagnostic Test: ENDOPAT","miRNA cointained in exosomes","University Hospital, Angers","All","18 Years and older   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","2020-A01855-34","September 30, 2020","September 30, 2021","September 30, 2021","July 7, 2020",,"July 7, 2020",,,"https://ClinicalTrials.gov/show/NCT04459182"
58,"NCT04499794","The Study of Exosome EML4-ALK Fusion in NSCLC Clinical Diagnosis and Dynamic Monitoring",,"Recruiting","No Results Available","Untreated Advanced NSCLC Patients|FISH Identified ALK Fusion Positive or Negative","Drug: ALK inhibitor","ORR|PFS","Chinese Academy of Medical Sciences","All","18 Years and older   (Adult, Older Adult)",,"75","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","NCC2064","August 1, 2020","July 31, 2024","March 31, 2025","August 5, 2020",,"August 5, 2020","Cancer Hospital Chinese Academy of Medical Sciences, Beijing, China",,"https://ClinicalTrials.gov/show/NCT04499794"
59,"NCT03738319","Non-coding RNA in the Exosome of the Epithelia Ovarian Cancer",,"Unknown status","No Results Available","High Grade Serous Carcinoma|Ovarian Cancer|Exosomes|Prognosis|Early Diagnosis","Genetic: Sequencing of miRNA/lncRNA","Differential expression of miRNA/lncRNA|Progression-free survival","Lei Li|Peking Union Medical College Hospital","Female","18 Years and older   (Adult, Older Adult)",,"160","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","EOC-EXOSOME","November 10, 2018","November 23, 2019","November 23, 2019","November 13, 2018",,"November 14, 2018","Lei Li, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT03738319"
60,"NCT04939324","Molecular Profiling of Exosomes in Tumor-draining Vein of Early-staged Lung Cancer","ExOnSite-Pro","Recruiting","No Results Available","Lung Cancer|Exosomes|Non Small Cell Lung Cancer","Biological: Blood samples at 2 sites: peripheral vein and tumor-draining vein","Evaluate size distribution, concentration and molecular profiling of pulmonary vein exosomes at inclusion|Size distribution, molecular profiling of peripheral vein exosome sat inclusion|Mutations and polymorphism in resected lung cancer|Overall survival|Two-year disease-free survival","University Hospital, Limoges","All","18 Years and older   (Adult, Older Adult)","Not Applicable","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","87RI20-0067 (ExOnSite-Pro)","June 21, 2021","August 21, 2023","August 21, 2023","June 25, 2021",,"November 11, 2021","CHU de Limoges, Limoges, France",,"https://ClinicalTrials.gov/show/NCT04939324"
61,"NCT03581435","A Study of Circulating Exosome Proteomics In Gallbladder Carcinoma Patients","EXOGBC001","Unknown status","No Results Available","Proteinosis|Gallbladder Carcinoma",,"Characterization of the protein profile in tumor derived exosomes from the gallbladder carcinoma patients|The expression of protein A in the circulating exosomes from patients","liu yingbin|The First Hospital of Jilin University|Shanghai Zhongshan Hosiptal|First Affiliated Hospital Bengbu Medical College|Second Affiliated Hospital of Nanchang University|The Affiliated Hospital of Inner Mongolia Medical University|First Affiliated Hospital of Xinjiang Medical University|The First Affiliated Hospital of Shanxi Medical University|The affiliated hospital of Jining medical college|The Affiliated Hospital of Tianjin Medical University|The first affiliated hospital of Zhongshan university|Shanghai Jiao Tong University School of Medicine","All","18 Years and older   (Adult, Older Adult)",,"50","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","EXOGBC001","January 1, 2018","December 30, 2018","December 1, 2019","July 10, 2018",,"July 10, 2018","Xinhua Hospital, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03581435"
62,"NCT05035134","Application of Circulating Exosomes in Early Diagnosis and Prognosis Evaluation After Intracerebral Hemorrhage",,"Recruiting","No Results Available","Intracerebral Hemorrhage；Circulating Exosomes",,"The type and content of circulating exosomes|Modified Rankin scale (mRS) scores|mortality|hospital stay","Tang-Du Hospital","All","18 Years to 80 Years   (Adult, Older Adult)",,"300","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","TDSJWKICHEX","September 12, 2021","July 31, 2022","July 31, 2022","September 5, 2021",,"September 5, 2021","Tandu Hospital, Fourth Military Medical University, Xi'an, China",,"https://ClinicalTrials.gov/show/NCT05035134"
